timestamp,temp1_C,temp2_C,hum1_pct,hum2_pct,co2_pct,uvW_Wm2,uvIndex,target_temp_C,led1_en,led1_int_pct,led2_en,led2_int_pct,led3_en,led3_int_pct,led4_en,led4_int_pct
2026-05-28 18:31:48,26.5,26.5,54.5,54.8,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:50,26.51,26.54,54.6,54.7,0.0,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:50,26.54,26.53,54.5,54.7,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:52,26.54,26.58,54.5,54.7,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:52,26.55,26.58,54.5,54.6,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:53,26.55,26.58,54.5,54.7,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:55,26.55,26.57,54.4,54.6,0.0,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:55,26.55,26.57,54.4,54.6,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:56,26.59,26.6,54.4,54.6,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:58,26.57,26.57,54.3,54.6,0.0,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:31:59,26.57,26.57,54.4,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:00,26.57,26.6,54.4,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:01,26.55,26.6,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:02,26.55,26.57,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:03,26.57,26.6,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:04,26.59,26.61,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:05,26.58,26.61,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:06,26.58,26.6,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:07,26.59,26.6,54.3,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:08,26.62,26.61,54.2,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:09,26.58,26.63,54.3,54.5,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:10,26.61,26.63,54.3,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:11,26.59,26.61,54.3,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:12,26.59,26.63,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:13,26.59,26.63,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:14,26.61,26.63,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:15,26.61,26.65,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:16,26.59,26.64,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:17,26.61,26.64,54.3,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:18,26.61,26.63,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:19,26.62,26.65,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:20,26.62,26.65,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:21,26.62,26.67,54.2,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:22,26.65,26.67,54.3,54.4,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:23,26.62,26.67,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:24,26.59,26.65,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:25,26.61,26.64,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:27,26.61,26.65,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:27,26.62,26.67,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:28,26.62,26.68,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:29,26.64,26.65,54.1,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:30,26.61,26.67,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:32,26.64,26.68,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:33,26.64,26.68,54.2,54.3,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:34,26.65,26.68,54.1,54.3,0.0,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:35,26.65,26.71,54.2,54.2,0.0,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:36,26.67,26.71,54.1,54.3,0.0,0.0001,0.002,27.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:37,26.67,26.7,54.1,54.3,0.0,0.0001,0.002,34.6,0,50,0,50,0,50,0,50
2026-05-28 18:32:38,26.65,26.71,54.1,54.2,0.0,0.0001,0.002,34.6,0,50,0,50,0,50,0,50
2026-05-28 18:32:39,26.65,26.68,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:40,26.68,26.7,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:41,26.68,26.71,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:42,26.68,26.73,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:43,26.7,26.71,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:44,26.68,26.71,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:45,26.68,26.71,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:46,26.7,26.73,54.1,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:47,26.68,26.73,54.1,54.1,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:48,26.71,26.74,54.0,54.2,0.0,0.0001,0.002,38.9,0,50,0,50,0,50,0,50
2026-05-28 18:32:49,26.71,26.74,54.1,54.2,0.0,0.0,0.002,38.4,0,50,0,50,0,50,0,50
2026-05-28 18:32:50,26.67,26.74,54.1,54.1,0.0,0.0001,0.002,37.7,0,50,0,50,0,50,0,50
2026-05-28 18:32:51,26.71,26.74,54.1,54.2,0.0,0.0001,0.002,37.2,0,50,0,50,0,50,0,50
2026-05-28 18:32:52,26.71,26.77,54.0,54.1,0.0,0.0001,0.002,37.2,0,50,0,50,0,50,0,50
2026-05-28 18:32:53,26.71,26.74,54.0,54.1,0.0,0.0,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:54,26.7,26.74,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:55,26.71,26.74,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:56,26.7,26.75,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:57,26.74,26.74,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:58,26.73,26.75,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:32:59,26.75,26.77,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:00,26.74,26.78,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:01,26.75,26.77,53.9,54.1,0.0,0.0,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:02,26.74,26.78,53.9,54.0,0.0,0.0,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:03,26.75,26.78,54.0,54.1,0.0,0.0,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:04,26.78,26.77,54.0,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:06,26.75,26.77,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:07,26.75,26.8,53.9,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:08,26.75,26.8,53.9,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:09,26.78,26.78,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:10,26.77,26.81,53.9,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:11,26.77,26.78,53.9,54.0,0.0,0.0,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:12,26.77,26.8,53.9,54.1,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:13,26.77,26.8,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:14,26.79,26.82,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:15,26.81,26.8,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:16,26.77,26.78,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:17,26.79,26.8,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:18,26.77,26.82,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:19,26.79,26.81,53.8,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:20,26.81,26.82,53.8,53.9,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:21,26.82,26.82,53.9,54.0,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:22,26.82,26.84,53.8,53.9,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
2026-05-28 18:33:23,26.79,26.85,53.8,53.9,0.0,0.0001,0.002,37.0,0,50,0,50,0,50,0,50
