timestamp,temp1_C,temp2_C,hum1_pct,hum2_pct,co2_pct,uvW_Wm2,uvIndex,target_temp_C,led1_en,led1_int_pct,led2_en,led2_int_pct,led3_en,led3_int_pct,led4_en,led4_int_pct
2026-05-19 09:29:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:11,22.36,22.11,66.5,67.7,0.0,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:13,22.34,22.12,66.4,67.7,0.0857,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:16,22.38,22.13,66.5,67.7,0.0857,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:18,22.39,22.12,66.5,67.7,0.0851,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:20,22.35,22.11,66.5,67.7,0.0851,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:22,22.35,22.12,66.5,67.7,0.0848,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:24,22.35,22.12,66.5,67.7,0.0848,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:26,22.36,22.11,66.5,67.7,0.0846,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:28,22.36,22.12,66.5,67.7,0.0846,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:30,22.36,22.12,66.5,67.7,0.0844,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:32,22.39,22.12,66.6,67.6,0.0844,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:34,22.38,22.13,66.5,67.7,0.0841,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:36,22.36,22.12,66.6,67.7,0.0841,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:38,22.41,22.12,66.6,67.7,0.084,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:40,22.39,22.11,66.6,67.6,0.084,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:42,22.39,22.12,66.6,67.7,0.0839,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:44,22.41,22.12,66.6,67.7,0.0839,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:46,22.39,22.15,66.6,67.7,0.0838,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:48,22.42,22.13,66.5,67.7,0.0838,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:50,22.39,22.13,66.6,67.7,0.0837,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:53,22.41,22.13,66.6,67.7,0.0837,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:55,22.41,22.13,66.6,67.7,0.0836,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:57,22.43,22.13,66.6,67.7,0.0836,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:29:59,22.43,22.13,66.5,67.7,0.0836,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:30:01,22.45,22.15,66.6,67.7,0.0836,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:30:03,22.46,22.15,66.6,67.7,0.0835,0.0,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:30:05,22.49,22.15,66.5,67.7,0.0835,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:30:07,22.48,22.13,66.5,67.7,0.0835,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 09:30:09,22.53,22.16,66.5,67.7,0.0835,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
