timestamp,temp1_C,temp2_C,hum1_pct,hum2_pct,co2_pct,uvW_Wm2,uvIndex,target_temp_C,led1_en,led1_int_pct,led2_en,led2_int_pct,led3_en,led3_int_pct,led4_en,led4_int_pct
2026-05-19 11:43:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:27,23.42,23.07,64.8,66.6,0.0,0.0001,0.003,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:29,23.4,23.07,64.7,66.7,0.1111,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:31,23.42,23.08,64.8,66.6,0.1111,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:33,23.41,23.11,64.8,66.7,0.1107,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:35,23.41,23.07,64.8,66.6,0.1107,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:38,23.44,23.07,64.7,66.6,0.1097,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:40,23.44,23.08,64.7,66.6,0.1097,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:41,23.4,23.08,64.7,66.6,0.1094,0.0001,0.003,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:44,23.4,23.07,64.8,66.6,0.1094,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:46,23.42,23.1,64.7,66.6,0.1087,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:48,23.38,23.08,64.7,66.6,0.1087,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:50,23.41,23.11,64.7,66.6,0.1084,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:52,23.42,23.08,64.8,66.6,0.1084,0.0001,0.002,20.0,0,50,0,50,0,50,0,50
2026-05-19 11:43:54,23.42,23.11,64.8,66.6,0.108,0.0001,0.002,20.0,1,50,0,50,0,50,0,50
2026-05-19 11:43:56,23.41,23.07,64.8,66.6,0.108,0.0001,0.002,20.0,1,50,0,50,0,50,1,50
2026-05-19 11:43:58,23.41,23.07,64.8,66.6,0.1074,0.0001,0.002,20.0,1,100,0,50,0,50,1,50
2026-05-19 11:44:00,23.41,23.08,64.8,66.6,0.1074,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
2026-05-19 11:44:02,23.41,23.1,64.8,66.6,0.1057,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
2026-05-19 11:44:04,23.41,23.08,64.8,66.6,0.1057,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
2026-05-19 11:44:06,23.41,23.08,64.8,66.6,0.1054,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
2026-05-19 11:44:08,23.4,23.07,64.7,66.6,0.1054,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
2026-05-19 11:44:10,23.41,23.07,64.8,66.6,0.105,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
2026-05-19 11:44:12,23.38,23.07,64.8,66.6,0.105,0.0001,0.002,20.0,1,100,0,50,0,50,1,100
